   STRAIN    AVACS    MODE1    MODE2
   0.6620   2.9124   0.7399   0.2601
   0.6630   2.9152   0.7397   0.2603
   0.6640   2.9132   0.7397   0.2603
   0.6650   2.9102   0.7395   0.2605
   0.6660   2.9144   0.7395   0.2605
   0.6670   2.9146   0.7394   0.2606
   0.6680   2.9094   0.7393   0.2607
   0.6690   2.9148   0.7392   0.2608
   0.6700   2.9160   0.7391   0.2609
   0.6710   2.9095   0.7388   0.2612
   0.6720   2.9091   0.7390   0.2610
   0.6730   2.9144   0.7388   0.2612
   0.6740   2.9091   0.7388   0.2612
   0.6750   2.9119   0.7387   0.2613
   0.6760   2.9112   0.7386   0.2614
   0.6770   2.9030   0.7385   0.2615
   0.6780   2.9108   0.7384   0.2616
   0.6790   2.9175   0.7383   0.2617
   0.6800   2.9211   0.7382   0.2618
   0.6810   2.9198   0.7381   0.2619
   0.6820   2.9231   0.7380   0.2620
   0.6830   2.9252   0.7379   0.2621
   0.6840   2.9215   0.7378   0.2622
   0.6850   2.9226   0.7377   0.2623
   0.6860   2.9199   0.7376   0.2624
   0.6870   2.9185   0.7375   0.2625
   0.6880   2.9267   0.7374   0.2626
   0.6890   2.9218   0.7373   0.2627
   0.6900   2.9198   0.7372   0.2628
   0.6910   2.9160   0.7371   0.2629
   0.6920   2.9183   0.7370   0.2630
   0.6930   2.9166   0.7369   0.2631
   0.6940   2.9159   0.7368   0.2632
   0.6950   2.9160   0.7367   0.2633
   0.6960   2.9232   0.7366   0.2634
   0.6970   2.9204   0.7365   0.2635
   0.6980   2.9264   0.7364   0.2636
   0.6990   2.9206   0.7363   0.2637
   0.7000   2.9157   0.7362   0.2638
   0.7010   2.9127   0.7361   0.2639
   0.7020   2.9115   0.7360   0.2640
   0.7030   2.9105   0.7359   0.2641
   0.7040   2.9112   0.7358   0.2642
   0.7050   2.9078   0.7357   0.2643
   0.7060   2.9121   0.7356   0.2644
   0.7070   2.9105   0.7355   0.2645
   0.7080   2.9143   0.7354   0.2646
   0.7090   2.9115   0.7349   0.2651
   0.7100   2.9100   0.7352   0.2648
   0.7110   2.9270   0.7351   0.2649
   0.7120   2.9243   0.7349   0.2651
   0.7130   2.9208   0.7348   0.2652
   0.7140   2.9305   0.7347   0.2653
   0.7150   2.9256   0.7346   0.2654
   0.7160   2.9323   0.7345   0.2655
   0.7170   2.9401   0.7344   0.2656
   0.7180   2.9349   0.7342   0.2658
   0.7190   2.9321   0.7341   0.2659
   0.7200   2.9466   0.7339   0.2661
   0.7210   2.9510   0.7339   0.2661
   0.7220   2.9567   0.7337   0.2663
   0.7230   2.9533   0.7336   0.2664
   0.7240   2.9574   0.7335   0.2665
   0.7250   2.9587   0.7334   0.2666
   0.7260   2.9626   0.7333   0.2667
   0.7270   2.9601   0.7331   0.2669
   0.7280   2.9639   0.7330   0.2670
   0.7290   2.9662   0.7329   0.2671
   0.7300   2.9765   0.7327   0.2673
   0.7310   2.9777   0.7326   0.2674
   0.7320   2.9789   0.7325   0.2675
   0.7330   2.9915   0.7323   0.2677
   0.7340   2.9909   0.7322   0.2678
   0.7350   2.9960   0.7321   0.2679
   0.7360   2.9930   0.7319   0.2681
   0.7370   2.9990   0.7318   0.2682
   0.7380   2.9873   0.7317   0.2683
   0.7390   2.9825   0.7315   0.2685
   0.7400   2.9802   0.7314   0.2686
   0.7410   2.9754   0.7312   0.2688
   0.7420   2.9717   0.7311   0.2689
   0.7430   2.9741   0.7310   0.2690
   0.7440   2.9736   0.7308   0.2692
   0.7450   2.9836   0.7307   0.2693
   0.7460   2.9858   0.7305   0.2695
   0.7470   2.9882   0.7304   0.2696
   0.7480   2.9907   0.7302   0.2698
   0.7490   2.9940   0.7301   0.2699
   0.7500   2.9933   0.7300   0.2700
   0.7510   3.0119   0.7298   0.2702
   0.7520   3.0099   0.7297   0.2703
   0.7530   3.0107   0.7295   0.2705
   0.7540   3.0067   0.7294   0.2706
   0.7550   3.0099   0.7292   0.2708
   0.7560   3.0076   0.7291   0.2709
   0.7570   3.0079   0.7289   0.2711
   0.7580   3.0107   0.7288   0.2712
   0.7590   3.0142   0.7286   0.2714
   0.7600   3.0182   0.7285   0.2715
   0.7610   3.0173   0.7283   0.2717
   0.7620   3.0158   0.7282   0.2718
   0.7630   3.0181   0.7280   0.2720
   0.7640   3.0211   0.7279   0.2721
   0.7650   3.0293   0.7277   0.2723
   0.7660   3.0304   0.7276   0.2724
   0.7670   3.0316   0.7274   0.2726
   0.7680   3.0338   0.7272   0.2728
   0.7690   3.0404   0.7271   0.2729
   0.7700   3.0404   0.7269   0.2731
   0.7710   3.0383   0.7268   0.2732
   0.7720   3.0422   0.7266   0.2734
   0.7730   3.0443   0.7265   0.2735
   0.7740   3.0493   0.7263   0.2737
   0.7750   3.0502   0.7262   0.2738
   0.7760   3.0353   0.7260   0.2740
   0.7770   3.0389   0.7259   0.2741
   0.7780   3.0429   0.7257   0.2743
   0.7790   3.0469   0.7256   0.2744
   0.7800   3.0501   0.7254   0.2746
   0.7810   3.0490   0.7253   0.2747
   0.7820   3.0433   0.7251   0.2749
   0.7830   3.0419   0.7250   0.2750
   0.7840   3.0418   0.7248   0.2752
   0.7850   3.0445   0.7247   0.2753
   0.7860   3.0454   0.7245   0.2755
   0.7870   3.0435   0.7244   0.2756
   0.7880   3.0514   0.7242   0.2758
   0.7890   3.0514   0.7241   0.2759
   0.7900   3.0522   0.7239   0.2761
   0.7910   3.0510   0.7238   0.2762
   0.7920   3.0555   0.7236   0.2764
   0.7930   3.0564   0.7235   0.2765
   0.7940   3.0574   0.7234   0.2766
   0.7950   3.0575   0.7232   0.2768
   0.7960   3.0661   0.7231   0.2769
   0.7970   3.0681   0.7229   0.2771
   0.7980   3.0713   0.7228   0.2772
   0.7990   3.0704   0.7224   0.2776
   0.8000   3.0543   0.7225   0.2775
   0.8010   3.0533   0.7224   0.2776
   0.8020   3.0522   0.7223   0.2777
   0.8030   3.0563   0.7221   0.2779
   0.8040   3.0572   0.7220   0.2780
   0.8050   3.0607   0.7219   0.2781
   0.8060   3.0548   0.7218   0.2782
   0.8070   3.0539   0.7216   0.2784
   0.8080   3.0515   0.7215   0.2785
   0.8090   3.0547   0.7214   0.2786
   0.8100   3.0577   0.7213   0.2787
   0.8110   3.0586   0.7212   0.2788
   0.8120   3.0589   0.7211   0.2789
   0.8130   3.0818   0.7209   0.2791
   0.8140   3.1090   0.7208   0.2792
   0.8150   3.1114   0.7207   0.2793
   0.8160   3.1123   0.7206   0.2794
   0.8170   3.1070   0.7205   0.2795
   0.8180   3.1091   0.7204   0.2796
   0.8190   3.1106   0.7203   0.2797
   0.8200   3.1131   0.7202   0.2798
   0.8210   3.1170   0.7201   0.2799
   0.8220   3.1187   0.7199   0.2801
   0.8230   3.1251   0.7198   0.2802
   0.8240   3.1286   0.7197   0.2803
   0.8250   3.1291   0.7196   0.2804
   0.8260   3.1428   0.7195   0.2805
   0.8270   3.1437   0.7194   0.2806
   0.8280   3.1466   0.7193   0.2807
   0.8290   3.1442   0.7192   0.2808
   0.8300   3.1423   0.7191   0.2809
   0.8310   3.1378   0.7190   0.2810
   0.8320   3.1360   0.7188   0.2812
   0.8330   3.1381   0.7188   0.2812
   0.8340   3.1351   0.7186   0.2814
   0.8350   3.1318   0.7185   0.2815
   0.8360   3.1325   0.7184   0.2816
   0.8370   3.1342   0.7183   0.2817
   0.8380   3.1347   0.7182   0.2818
   0.8390   3.1333   0.7181   0.2819
   0.8400   3.1368   0.7180   0.2820
   0.8410   3.1530   0.7178   0.2822
   0.8420   3.1533   0.7177   0.2823
   0.8430   3.1543   0.7176   0.2824
   0.8440   3.1356   0.7175   0.2825
   0.8450   3.1368   0.7174   0.2826
   0.8460   3.1312   0.7172   0.2828
   0.8470   3.1498   0.7171   0.2829
   0.8480   3.1504   0.7170   0.2830
   0.8490   3.1564   0.7169   0.2831
   0.8500   3.1567   0.7168   0.2832
   0.8510   3.1572   0.7167   0.2833
   0.8520   3.1601   0.7165   0.2835
   0.8530   3.1664   0.7164   0.2836
   0.8540   3.1663   0.7163   0.2837
   0.8550   3.1681   0.7162   0.2838
   0.8560   3.1692   0.7160   0.2840
   0.8570   3.1697   0.7159   0.2841
   0.8580   3.1738   0.7158   0.2842
   0.8590   3.1707   0.7157   0.2843
   0.8600   3.1703   0.7156   0.2844
   0.8610   3.1716   0.7154   0.2846
   0.8620   3.1777   0.7153   0.2847
   0.8630   3.1737   0.7152   0.2848
   0.8640   3.1838   0.7151   0.2849
   0.8650   3.1820   0.7149   0.2851
   0.8660   3.1808   0.7148   0.2852
   0.8670   3.1823   0.7147   0.2853
   0.8680   3.1797   0.7146   0.2854
   0.8690   3.1797   0.7144   0.2856
   0.8700   3.1792   0.7143   0.2857
   0.8710   3.1834   0.7142   0.2858
   0.8720   3.1817   0.7141   0.2859
   0.8730   3.1871   0.7138   0.2862
   0.8740   3.1901   0.7138   0.2862
   0.8750   3.1924   0.7137   0.2863
   0.8760   3.1856   0.7136   0.2864
   0.8770   3.1882   0.7134   0.2866
   0.8780   3.1927   0.7133   0.2867
   0.8790   3.1963   0.7132   0.2868
   0.8800   3.2000   0.7131   0.2869
   0.8810   3.2013   0.7129   0.2871
   0.8820   3.2017   0.7128   0.2872
   0.8830   3.2002   0.7127   0.2873
   0.8840   3.2006   0.7126   0.2874
   0.8850   3.2033   0.7124   0.2876
   0.8860   3.2053   0.7123   0.2877
   0.8870   3.2031   0.7122   0.2878
   0.8880   3.2012   0.7120   0.2880
   0.8890   3.2024   0.7119   0.2881
   0.8900   3.2016   0.7118   0.2882
   0.8910   3.2068   0.7116   0.2884
   0.8920   3.2060   0.7115   0.2885
   0.8930   3.2140   0.7114   0.2886
   0.8940   3.2156   0.7113   0.2887
   0.8950   3.2234   0.7111   0.2889
   0.8960   3.2230   0.7110   0.2890
   0.8970   3.2266   0.7109   0.2891
   0.8980   3.2264   0.7105   0.2895
   0.8990   3.2276   0.7106   0.2894
   0.9000   3.2274   0.7104   0.2896
